,headlines,text
1231,Cook is the guy you won't mind your daughter marrying: Warne,"Former Australian spinner Shane Warne has said ex-English skipper Alastair Cook is ""one of those guys you wouldn't mind your daughter marrying"". Talking on Cook stepping down from captaincy, Warne said, ""He's respected and he's gone about it with a lot of class. He went through some tough times when a lot of us, me included, thought he wasn't suited."""
1232,Sasikala sacks AIADMK Presidium Chairman for backing OPS,"AIADMK General Secretary VK Sasikala on Friday removed party's Presidium Chairman E Madhusudhanan for supporting Tamil Nadu Interim CM O Panneerselvam. She has appointed KA Sengottaiyan as the new Presidium Chairman. Madhusudhanan had earlier alleged that every member of Sasikala's extended family is in control of the party, adding he always opposed the family rule of the DMK."
1233,Scientists study human language evolution via apes,"UK-based scientists studied the communication calls of 'Orangutans', one of our closest ancestors. 'Kiss-squeaks' were analysed to understand t, p, k consonants as their sound depends on tongue-lip movement, rather than voice. They found that different signals were sometimes used to carry same information to reinforce a message like humans use 'car, vehicle, automobile' to convey the same meaning."
1234,Akshay Kumar's 'Jolly LLB 2' hits the theatres,"The Akshay Kumar and Huma Qureshi starrer film 'Jolly LLB 2', which released on Friday, ""feels stretched at times,"" wrote India Today. Hindustan Times said the ""theme, not Akshay Kumar, is the star of this satire"". NDTV wrote that ""Akshay Kumar's film is both funny and thought-provoking"". The film has been rated 3/5 (Hindustan Times, NDTV) and 3.5/5 (India Today)."
1235,Teenagers spot fire on GoAir flight with 194 onboard,"Two teenagers in Delhi saved the lives of 194 people when they spotted a fire on the tail of a Bengaluru-bound GoAir flight on Wednesday evening, officials said. The Delhi Police was alerted, following which the flight captain was informed and the aircraft made an emergency landing at the Indira Gandhi International Airport in the capital."
1236,Neil Nitin Mukesh marries Rukmini Sahay in Udaipur,"Actor Neil Nitin Mukesh got married to Rukmini Sahay on Thursday in Udaipur. Rukmini wore a red and orange lehenga embellished with stones, resham and sadhi work, while Neil wore a gold and maroon sherwani for the wedding. Both outfits were designed by Sarath Krishnan. Bollywood celebrities including Rishi Kapoor and Pamela Chopra, late Yash Chopra's wife, attended the wedding."
1237,Shahid's half-brother Ishaan shares poster of debut film,"Actor Shahid Kapoor's half-brother Ishaan Khattar took to Instagram to share the first poster of his debut film titled 'Beyond The Clouds'. The film has been directed by Iranian filmmaker Majid Majidi. This is the Oscar nominated filmmaker's first ever film in India. ""Ishaan is extremely talented and... he will have a bright future in the film industry,"" said Majidi."
1238,"Rahul, Akhilesh denied roadshow permission in Varanasi","The Varanasi administration has denied permission to allow Rahul Gandhi and Akhilesh Yadav to hold a joint roadshow in Prime Minister Narendra Modi's Lok Sabha constituency for the second time. However, the SP-Congress alliance claims that it has been called off as it coincides with the birth-anniversary of Guru Ravidas, an annual function wherein huge crowds gather in Varanasi."
1239,Mufti govt opposes creation of minority commission in J&K,"Mehbooba Mufti-led BJP-PDP government has opposed the creation of a minority commission in Jammu and Kashmir. ""In the absence of a minority commission, the benefits exclusively meant for the minority communities are being given away to the majority Muslim community,"" a PIL filed in the Supreme Court had stated. Several states, UTs haven't set up minority commission, said the government."
1240,Air hostess reveals she rescued human trafficking victim,"An Alaska Airlines flight attendant has revealed that she once rescued a teenage girl who was a victim of human trafficking. Shelia Fedrick said she became concerned when she saw a dishevelled girl travelling beside an older, well-dressed man. The man was arrested after Fedrick left a note for the teenager in the bathroom, who replied saying she needed help."
1241,"Gambhir sacked, Pant named captain of Delhi one-day team","Nineteen-year-old Rishabh Pant has been named the captain of the Delhi one-day team, replacing Gautam Gambhir. Pant, whose first assignment as captain will be the upcoming Vijay Hazare Trophy, made his debut for India in the final T20I against England, becoming India's youngest player in T20I cricket. Notably, Pant was the fourth-highest run-scorer in Ranji Trophy 2016-17."
1242,Jama Masjid Shahi Imam urges Muslims to support BSP,"Ahead of the first phase of polling in UP to be held on February 11, Jama Masjid Shahi Imam Syed Ahmed Bukhari has urged the Muslim community to support Mayawati-led BSP. ""I met Mulayam several times on the issue of reservation to Muslims and Netaji brought the same to the notice of Akhilesh Yadav but he did nothing,"" he said."
1243,Religious freedom violations grew under Modi govt: US report,"A report by an independent bipartisan American body, sponsored by the US Commission on International Religious Freedom (USCIRF), has alleged that under Modi regime, religious minority communities have been subject to derogatory comments. ""Muslims, Christians, Sikhs, and Jains generally are fearful of what the future portends. Dalits also are increasingly being attacked,"" the report added.n"
1244,Indrani forged Peter?s signature on bank documents: Reports,"Sheena Bora murder case accused Indrani Mukerjea has allegedly forged her husband Peter Mukerjea?s signature to grab joint accounts and fixed deposits, reports have claimed. In a letter showing Peter?s signature, it was stated that the latter was relinquishing his rights over his two bank accounts. However, when Peter was informed about it, he denied signing any such letter. "
1245,What is Chinaman bowling in cricket?,"Chinaman, in layman's term, is considered to be a leg-spin delivery by a left-arm bowler. While an orthodox leg-spin delivery turns away from a right-handed batsman, a chinaman delivery brings the ball back to the right-handed batsman. Also known as left-arm unorthodox spin, a chinaman delivery usually turns sharply owing to the spin imparted by the wrist. "
1246,"India building secret nuclear city, claims Pakistan","Pakistan on Thursday claimed that India is building a ""secret nuclear city"" and has accumulated a stockpile of nuclear weapons which threatens to undermine the strategic balance of power in the region. Foreign Office (FO) spokesman Nafees Zakaria made the remarks at the weekly press briefing while expressing concern over the ""Indian defence buildup"". However, India has rubbished Pakistan's claims."
